generator_id,osm_id,generator_type,name,base_risk_score,route_review_priority_score,straight_nearest_crossing_id,straight_nearest_crossing_m,route_nearest_crossing_id,route_nearest_crossing_m,straight_distance_to_route_crossing_m,route_vs_straight_ratio,route_gap_m,reachable_crossings,generator_network_attach_m,generator_network_road_id,generator_network_road_class,crossing_network_attach_m,crossing_network_road_id,crossing_network_road_class,network_status,network_flags,data_quality_flags,review_wording,geometry_wkt,lon,lat
gen_0117,1803062397,bus_stop,זמנהוף/משה דיין,75,75,cross_0179,196.1,cross_0179,209.6,196.1,1.07,13.5,334,4.3,road_00023,residential,0.0,road_00064,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192665.523731 676078.943114),34.920373999509536,32.17788100063337
gen_0062,1803023851,bus_stop,הכרמל/משעול השיר,75,75,cross_0001,184.5,cross_0001,208.3,184.5,1.13,23.8,334,9.3,road_00551,tertiary,0.0,road_00386,cycleway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191832.753177 676047.907938),34.911544999509815,32.17758100063289
gen_0356,844599673,playground,,75,75,cross_0026,189.4,cross_0026,207.3,189.4,1.09,17.9,334,4.7,road_01636,footway,0.0,road_01217,footway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193848.952218 676338.593228),34.932915001312175,32.180250008210756
gen_0116,1803061484,bus_stop,מרכז מסחרי/רמז,75,75,cross_0216,199.3,cross_0216,206.3,199.3,1.03,7.0,334,0.6,road_00150,tertiary,0.0,road_01986,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190937.658195 677467.595562),34.90201199951108,32.190361000630965
gen_0279,235475122,park,,75,75,cross_0194,162.6,cross_0194,204.4,162.6,1.26,41.8,334,4.5,road_00685,footway,0.0,road_01742,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191816.709383 676313.884635),34.91136720587435,32.179979110658316
gen_0206,4825057522,kindergarten,גן לעניין,75,75,cross_0126,189.5,cross_0126,199.6,189.5,1.05,10.1,334,10.3,road_00635,residential,0.0,road_00635,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190847.714598 676199.943139),34.90109609951027,32.17892740063209
gen_0263,232410359,park,גן נפגעי הטרור,75,75,cross_0133,157.6,cross_0133,199.2,157.6,1.26,41.6,334,1.8,road_00803,path,0.0,road_01007,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190914.459572 676309.140027),34.90180054944474,32.17991380173835
gen_0012,1802986992,bus_stop,אז״ר/בר אילן,75,75,cross_0117,165.5,cross_0116,190.4,180.4,1.06,24.9,334,6.0,road_00564,tertiary,0.0,road_00559,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192096.809757 676635.256844),34.91432799951012,32.182884000632484
gen_0181,,childcare,גן חרמון,75,75,cross_0160,170.3,cross_0160,188.5,170.3,1.11,18.2,334,31.0,road_01857,path,0.0,road_00441,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191848.571865 675533.755326),34.91172755389575,32.17294490069585
gen_0324,1060270914,playground,,75,75,cross_0162,151.4,cross_0162,180.3,151.4,1.19,28.9,334,11.3,road_01857,path,0.0,road_00063,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191874.034834 675548.262935),34.91199710603995,32.173076350665895
gen_0061,1803023812,bus_stop,הכרמל/העבודה,75,75,cross_0137,157.3,cross_0137,179.7,157.3,1.14,22.4,334,6.2,road_00009,tertiary,0.0,road_00108,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191468.694052 676146.491073),34.907681999510004,32.17846100063253
gen_0013,1802987060,bus_stop,אז״ר/משה דיין,75,75,cross_0185,159.1,cross_0185,177.0,159.1,1.11,17.9,334,4.4,road_00204,tertiary,0.0,road_00205,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192734.211823 676447.923704),34.921091999509756,32.181210000633065
gen_0015,1802987068,bus_stop,אז״ר/תל חי,75,75,cross_0184,154.2,cross_0184,158.9,154.2,1.03,4.7,334,4.8,road_00202,tertiary,0.0,road_00202,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192412.478814 676537.37939),34.91767799950993,32.18200900063278
gen_0152,3979292201,bus_stop,מחלף נווה ימין,75,75,cross_0017,242.9,,,,,,0,13.2,road_02092,secondary,,,,no_reachable_crossing_on_network_proxy,"[""no_reachable_crossing_on_network_proxy""]","[""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_unavailable_for_generator""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194276.854058 675904.730363),34.93746359950885,32.17634720063458
gen_0167,5210719528,bus_stop,מסוף שכונה ירוקה,50,70,cross_0191,912.4,cross_0191,1158.7,912.4,1.27,246.3,334,6.0,road_01334,service,0.0,road_01129,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (189911.313674 678573.477409),34.89109399951217,32.20030700062925
gen_0308,643162744,park,,50,70,cross_0191,776.3,cross_0191,1010.6,776.3,1.30,234.3,334,12.8,road_00995,path,0.0,road_01129,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190562.024034 678257.256498),34.89800474085611,32.19747233115616
gen_0361,947566330,playground,,50,70,cross_0191,769.2,cross_0191,994.7,769.2,1.29,225.5,334,1.5,road_00995,path,0.0,road_01129,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190567.135524 678243.170641),34.89805937527115,32.19734544067294
gen_0248,228769862,park,גן הברון מנשה,50,70,cross_0191,673.0,cross_0191,992.5,673.0,1.47,319.5,334,15.3,road_02391,path,0.0,road_01129,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190572.298973 678098.791772),34.898118496323335,32.19604361006228
gen_0179,5675867256,bus_stop,גן הברון מנשה/אנגל,50,70,cross_0191,623.2,cross_0191,822.9,623.2,1.32,199.7,334,2.9,road_01358,residential,0.0,road_01129,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190479.072573 678125.826305),34.89712899951168,32.19628500063005
gen_0318,866648871,park,,50,70,cross_0191,607.5,cross_0191,794.5,607.5,1.31,187.0,334,12.7,road_01829,footway,0.0,road_01129,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190408.094278 678164.141778),34.896375099980176,32.19662868628705
gen_0178,5675867255,bus_stop,גן הברון מנשה/אנגל,50,70,cross_0191,568.0,cross_0191,771.3,568.0,1.36,203.3,334,5.3,road_01356,residential,0.0,road_01129,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190462.396283 678064.660925),34.896953999511645,32.19573300063009
gen_0176,5675867250,bus_stop,אנגל/לונברג,50,70,cross_0191,623.3,cross_0191,747.7,623.3,1.20,124.4,334,10.3,road_01356,residential,0.0,road_01129,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190255.326032 678261.203405),34.89475199951184,32.19750000062976
gen_0175,5668555519,bus_stop,אנגל/ויינברג,50,70,cross_0191,619.5,cross_0191,735.5,619.5,1.19,116.0,334,2.0,road_01442,residential,0.0,road_01129,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190033.165567 678291.232306),34.89239499951194,32.1977650006296
gen_0157,5210713961,bus_stop,אנגל/ויינברג,50,70,cross_0191,606.7,cross_0191,724.3,606.7,1.19,117.6,334,8.2,road_01442,residential,0.0,road_01129,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190062.453904 678278.616425),34.892705999511925,32.19765200062964
gen_0341,3507078393,playground,,50,70,cross_0191,505.0,cross_0191,714.4,505.0,1.41,209.4,334,8.3,road_01357,footway,0.0,road_01129,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190293.576432 678115.512694),34.89516209951174,32.19618720062993
gen_0305,643162731,park,,50,70,cross_0191,523.8,cross_0191,693.0,523.8,1.32,169.2,334,0.1,road_01462,footway,0.0,road_01129,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190321.159128 678121.359531),34.89545443968741,32.196240640516564
